charactor,text
サーバル,また飲みに来ようね。
かばん,うん！
アルパカ,じゃ、もう1杯淹れようか。
トキ,もちろんよ。
ショウジョウトキ,んん？ 
ショウジョウトキ,ここで何やってるの？ 上から変なもの見えたんですけど。 あと何か歌も聞こえたんですけど。
サーバル,よいしょ、よいしょ。
サーバル,脚がパンパンだよー。
かばん,お疲れさま。
コツメカワウソ,おかえりー！
かばん,ただいま！
ジャガー,で、どうだった？
かばん,上手く行ったみたいです。 これ。 
かばん,おお…？
サーバル,おお…？
コツメカワウソ,おお…？
ジャガー,おお…？
かばん,やったー！
サーバル,やったー！
コツメカワウソ,やったー！
ジャガー,やったー！
コツメカワウソ,ね、バスってどうやって動くの？
かばん,わからないです。
ジャガー,足がこう…バタバタするんじゃない？
サーバル,どれが足なんだろう。
コツメカワウソ,おおっ！
サーバル,おおっ！
かばん,おおっ！
ジャガー,おおっ！
コツメカワウソ,おおおっ！
サーバル,おおおっ！
かばん,おおおっ！
ジャガー,おおおっ！
コツメカワウソ,おおおおっ！
サーバル,おおおおっ！
かばん,おおおおっ！
ジャガー,おおおおっ！
コツメカワウソ,あはは、やったやった！
サーバル,あはは、やったやった！
かばん,あはは、やったやった！
ジャガー,あはは、やったやった！
サーバル,待て待てー。
コツメカワウソ,乗せて乗せて乗せてー。
サーバル,止まれー、動けー！
サーバル,うっ。
ジャガー,あははは！
かばん,あははは！
かばん,危ないよ。
かばん,ありがとうございましたー。
サーバル,またねー。
ジャガー,気を付けてなー。
コツメカワウソ,まったねー。
サーバル,バイバーイ。
コツメカワウソ,バイバーイ！
サーバル,すっごいねー、バス。
かばん,うん、すごいね。
かばん,わあ、サーバルちゃん、さっきの山が見えるよ。
サーバル,やっぱりおっきいね。 大変なはずだよ。
かばん,サーバルちゃん、やっぱりあれは、歩いていく場所じゃないよ。
サーバル,そうだ！ 聞いて聞いて。 途中木登りができるところがあると思ったら、剥がれてきて大変だったんだよー。 下まで落ちちゃって。
かばん,ええ？ 大丈夫だったの？
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,旭プロダクション宮城白石スタジオ、石本智之、伊藤隆洋、長谷部祐介、渋谷佳樹
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,佐渡市トキの森公園、那須アルパカ牧場
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
アライグマ,おおっ？
フェネック,うん？
カバ,だーれー？ 
アライグマ,わあ！？
フェネック,わあ！？
フェネック,あー、びーっくりしたー。
カバ,大丈夫ー？ お水、飲む？
アライグマ,あっ、あの、こういうのを被ったやつ、知らないか？
カバ,ああ、ここを通っていきましたわよ。 あの子がどうかしたの？
フェネック,おー、ほんとにこっちだった。 すごいよアライさん。
アライグマ,早く捕まえないとなのだ。 あれは、あれは…えい！ 
フェネック,おねーさんありがとー。
カバ,セルリアンが出てるから、あなた達も気を付けなさいよー。
ジェーン,今週は、ツチノコを予習しましょう。 ツチノコは、いびきをかくらしいですよ。
イワビー,いびきをかく。
プリンセス,いびきー？
コウテイ,いびきー？
イワビー,どんな音だろ。
フルル,ふん、ふん、ふーん。
イワビー,それはいびきなのか？
プリンセス,いびきかなそれ。 いびきじゃなくね？
コウテイ,いびきかなそれ。 いびきじゃなくね？
フルル,あー間違えた。
プリンセス,今匂い嗅いでたの？
フルル,匂い嗅いでた…。
プリンセス,わかんねー！
フルル,間違えちゃった。
コウテイ,全然わからないぞ。
ジェーン,次回、さばくちほー。
ラッキービースト,そろそろさばくちほーだよ。 よかったら、上の窓から見てみて。
かばん,上？
サーバル,上？
サーバル,何これ、登れるの？
かばん,あはっ。 
かばん,わあー。
サーバル,わーい。 
サーバル,砂がたくさんあるね。
ラッキービースト,さばくちほーは雨が極端に少ないから、砂、岩石が多く、植物はとっても少ないよ。
ラッキービースト,砂漠にも種類がいろいろあるんだ。 実は、こういう、砂ばっかりのものは珍しいんだよ。
かばん,この道、大丈夫ですか…？
ラッキービースト,図書館は、さばくちほーを通れば、すぐだよ。 運転は任せて。
サーバル,わあ〜〜。
サーバル,あっ？
原作,けものフレンズプロジェクト
コンセプトデザイン,吉崎観音
企画,廣部琢之、加藤英治、山田昇、柳田一哉、ビンセント・ショーティノ、柴野達夫、池本浩史、梶井斉、寺井禎浩、濱田直樹、長畑克也、武智恒雄
特別協力,竹林昇、宮原亜希子
シリーズ構成,田辺茂範
作画監督,伊佐佳久
美術監督,白水優子
撮影監督,石山智之
音響監督,阿部信行
オープニングテーマ,「ようこそジャパリパークへ」どうぶつビスケッツ×PPP、作詞・作編曲: 大石昌良
音楽,立山秋航
音楽プロデューサー,内田峻
音楽制作,ビクターエンタテインメント
音楽協力,テレビ東京ミュージック
アニメーション プロデューサー,福原慶匡
アニメーション制作,ヤオヨロズ
プロデューサー,細谷伸之、岡本泰幸、清水美佳、福田聡、秋尾浩史、石垣吉彦、工藤大丈、塩田友、和泉勇一、福田順
監督,たつき
製作,けものフレンズプロジェクトA
かばん,ラッキーさん？
ラッキービースト,砂嵐だね。
ラッキービースト,砂漠では珍しくないけど、砂を吸い込むと、体に悪いよ。
サーバル,え〜〜？
かばん,え〜〜？
ラッキービースト,迂回するね。
サーバル,ええっ？
かばん,ええっ？
サーバル,ボス？
かばん,ラッキーさん？
かばん,どうしよう。 押せばいいですか？
サーバル,わかった！
サーバル,わっ！ 来てるよ。 こっちに来てるよ。
サーバル,うぎゃっ！
スナネコ,ううう…。
かばん,わっ！
スナネコ,おっ？
かばん,サーバルちゃん！
サーバル,いやっ。 
サーバル,もう、大丈夫そうだね。 怖かったー。
かばん,助かりました。 あなたは…？
スナネコ,スナネコです。
サーバル,わあー、噂通りかわいいね。
サーバル,声もとってもかわいい。
かばん,はー。
スナネコ,サーバルも噂通りのドジっ子ですね。
サーバル,えー？ さっきの、わたしのせいじゃないよ！
かばん,スナネコさんは、どうしてあそこに？
スナネコ,すっごく大きい砂嵐だったので、
スナネコ,夢中になって見に行ったら、
スナネコ,飛ばされて、
スナネコ,気付いたら、ここに。
かばん,えーっ？
サーバル,危ないよー。
スナネコ,ぼく、気になるもの見つけると、夢中に…。
スナネコ,おー。
スナネコ,すごいですね。 なんですか、これ。
サーバル,ふっふん、バスっていうんだ。
サーバル,ジャングルでバラバラになっていたんだよ。 大変だったよねー。 電池？ を持って、すっごく高い崖を登って、カフェまで行ってさ。
スナネコ,なるほど。
サーバル,ええっ、もうちょい乗ってよ！
スナネコ,えっ、なにそれ？
かばん,えっ、これですか？
スナネコ,耳かと思ってた。 きれー！
かばん,あ、はい。 帽子の飾りですね。
スナネコ,はい。
サーバル,もう飽きてる！？
サーバル,スナネコ、こういう子だったんだね。
ラッキービースト,スナネコの体は、熱しやすく、冷めやすいと言われてるよ。
ラッキービースト,フレンズ化の時に、その影響があったのかもね。
スナネコ,うわ、ボスが喋ってるー。
スナネコ,でもまあ、騒ぐほどでもないか。
サーバル,冷めるの早いよ！
かばん,個性的なフレンズさんですね。
ラッキービースト,この辺りまでくれば大丈夫。
サーバル,ここも砂漠？
かばん,おー…雰囲気が変わったね。
スナネコ,おっ？
かばん,わあー。
サーバル,わあー。
ラッキービースト,砂漠のほとんどは、こうして岩石に覆われているよ。
ラッキービースト,真っ白な砂漠や、
ラッキービースト,小石ばっかりの砂漠もあるよ。
スナネコ,サーバル達はどこまでいくのですか？
サーバル,図書館だよ。 ここを通ると早いからって。
ラッキービースト,じゃあ、いこうか。
スナネコ,喋るボス、楽しいですね。
サーバル,でもかばんちゃんがいないと黙るんだよー。
スナネコ,サーバル、嫌われているのではー？
サーバル,違うよ！
かばん,それにしても…暑いねー…。
ラッキービースト,さばくちほーは、寒暖差が激しく、昼は40度を超えることも珍しくないよ。
サーバル,へーえ。
かばん,暮らすの大変そう。
ラッキービースト,だから、なるべく熱くならないように、それから水分を失わないように進化した動物が多いんだ。
サーバル,その点、バスはいいよね。 木陰のまま走れる感じ。
かばん,ああっ？
サーバル,ああっ？
かばん,あちっ！
サーバル,ボス！ 熱いよ！ 下が熱いよ！ あちっ！
スナネコ,そうですか？ ぼく、平気ですが。
かばん,えーっ？
ラッキービースト,スナネコは、足の裏が長い毛で覆われていて、
ラッキービースト,熱い砂もへっちゃらなんだ。
スナネコ,おー、道理で。 
サーバル,ボスー、どこか涼しいところない？ カラカラになっちゃう。
スナネコ,じゃあ、ぼくのうちにいきますか？
かばん,おうち？
サーバル,おうち？
かばん,ふー。
サーバル,助かったー。
スナネコ,ここがぼくのおうちです。
スナネコ,本来お昼はここでじっとして、夜に動くのです。 今日は珍しいものが、飽きるほど見られて、満足です。
サーバル,毎日楽しそうだね。
スナネコ,んっしょ、んっしょ、んっしょ。 
スナネコ,ジャパリまんでも食べますか？
かばん,わーい！
サーバル,わーい！
サーバル,この後、どうしよっか？
かばん,夜に、移動するとか？
ラッキービースト,砂漠の夜はとっても寒いよ。
サーバル,それもやだなあー。
スナネコ,奥の穴を通りますか？
サーバル,奥の穴？
かばん,奥の穴？
ラッキービースト,これは、バイパスだね。 ここからでも図書館の方にいけるよ。
かばん,でも、この穴じゃバスが…。
スナネコ,掘りましょうか。
サーバル,ええっ？
かばん,ええっ？
スナネコ,ふふ ふふ ふふ ふふ ふふふふーん♪ 
スナネコ,ふふ ふふ ふふ ふふ ふふふふーん♪ 
かばん,うわーあ。
サーバル,すごいよ、スナネコ。
かばん,真っ暗だね。
サーバル,ボス、ここ通って平気なの？
かばん,おおー！
サーバル,おおー！
スナネコ,おおー！
ラッキービースト,じゃあ、いこうか。
かばん,不思議な道…。
サーバル,どこに出るのかなー。
スナネコ,満足…。
かばん,ここで！？
サーバル,ここで！？
スナネコ,今日はここまでにしておくです…。 
スナネコ,あなた達といると飽きないから、また遊びましょ。
かばん,はい！
サーバル,こちらこそ。
サーバル,ふわーあ。 あくびもらっちゃった。
かばん,サーバルちゃんも夜行性だもんね。
サーバル,あれっ、何かあるよ？
かばん,うわあ…。
サーバル,なんだろうここ。
かばん,なんだろう。 歩いて入るのかな。
サーバル,ちょっと、入ってみようか。
かばん,なんだろうね、ここ…。
サーバル,なんだろうね。
サーバル,まだ、奥があるみたい。
サーバル,ええっ？
かばん,ええっ？
かばん,ああっ。
サーバル,なになに？
ツチノコ,あ〜〜！
サーバル,うぎゃー！
かばん,わ〜〜！
ツチノコ,なな、なんだ、お前ら！
ツチノコ,うわはっ！ 
スピーカーからの声,ようこそ地下迷宮へ。 きみは無事に出口までたどり着…。
スピーカーからの声,うっふっふっふ。
かばん,ひ、ひい…。
ツチノコ,そこ閉めたのか、このヤロー！
サーバル,ええっ、ご、ごめん。 あと、きみは？
ツチノコ,見ればわかるだろ、ツチノコだよ！
サーバル,見えないよ！
サーバル,どういうことなの？ ここは？
ツチノコ,くそー、あの扉が閉まると、簡単に出られなくなるから、わざわざ挟んどいたのに。
サーバル,なんで出てこないの？
ツチノコ,落ち着くんだよ！
ツチノコ,とにかく俺は、他を当たる！ お前らもおとなしく、出口にいけ。
サーバル,出口ってどっち？
ツチノコ,知らん。 俺もこれから探す。
ツチノコ,ま、セルリアンに気を付けることだな。
かばん,ええっ。
かばん,あのー…一緒に行っちゃ、ダメですか…？
ツチノコ,ああん！？
かばん,ひえっ。
サーバル,みゃ、みゃ…、あっ。 
サーバル,うん？
ツチノコ,あああーっ！
ツチノコ,何してんだ、お前！ ここは貴重な遺跡だぞ！
サーバル,ごご、ごめんなさーい。
かばん,あ、あの、付いて行っちゃダメですか…？
ツチノコ,うぐぐぐ…くそお…。
ツチノコ,付いて来い！
かばん,わーい…。
サーバル,わーい…。
かばん,ここは…。
ツチノコ,昔作られた、遺跡だ。
かばん,遺跡…。
サーバル,ずんずんいくけど、出口わかるの？
ツチノコ,匂いがするからなー。 外の空気の。
かばん,あはっ、すごーい。
サーバル,すごーい。
ツチノコ,お前の鼻は、飾りかー！
サーバル,だって、どれが外の匂いか、わかんないよー。
サーバル,分かれ道だね。
かばん,どっちだろう…。
ツチノコ,出口はこっち。 だが、セルリアンがいるな…。 逆からいくぞ！
サーバル,すごーい！
かばん,どうやってわかるんですか？
ツチノコ,ピット器官！
ツチノコ,…だとかで、俺には、赤外線が見えるからな。
ツチノコ,丸見えだ。
サーバル,それにしても広いねー。 なんのためにあるんだろう。
ツチノコ,でっ。 それを調べてる──。
サーバル,あれ？ ここ、通れないの？
ツチノコ,たぶんここから出られたんだろうが、ここまで溶岩に塞がれていると、ダメだな。
サーバル,溶岩？
ツチノコ,くっ…！ 図書館で聞け！
サーバル,ん？
ツチノコ,いるな。
かばん,ひえっ！
ツチノコ,あんまり近づくな。 数、いるぞ。
サーバル,平気平気。 壁の向こうだし。 それに、わたしの爪でやっつけちゃうよ。
ツチノコ,わあー！ 後ろ！ 後ろ！
かばん,わあー！ 後ろ！ 後ろ！
サーバル,ううぎゃあー！
ツチノコ,わあ〜〜！ 
かばん,わあ〜〜！ 
サーバル,わあ〜〜！ 
ツチノコ,何やってるんだー！ お前はー！
サーバル,ごめん、ごめん、ごめんー！
サーバル,どうしよう、かばんちゃん！
かばん,ええー！？
ツチノコ,橋の右端を歩け！ 右ー！
サーバル,えっ？
かばん,はい！
サーバル,ええっ、いき止まりだよ！
サーバル,うわあ、来た来た来たー！
サーバル,うわあ…。
ツチノコ,うわあ…。
かばん,うわあ…。
かばん,落ちてたら…落ちてたら今頃…。
ツチノコ,おっ、っと、っと、っと…。 あっ！
ツチノコ,うほーはっはー！
サーバル,どうしたの、ツチノコ？
サーバル,なにそれ？
ツチノコ,これは、ジャパリコインだ！ 昔パークで使われていた通貨で、あ、あはは、通貨っていうのはだな、今の、ジャパリまんのように、いろんな物と…あ、はっ！
かばん,はあ…？
サーバル,はあ…？
ツチノコ,きゃーっ！ 
ツチノコ,なんだーこのヤロー！ うおらー！
サーバル,聞かせてよー。
ツチノコ,きっきっ、きしゃー！
ツチノコ,ふっ、さっさと出口に向かうぞ。
サーバル,あっちだよー！
ツチノコ,そっちはさっき通っただろ！
サーバル,あれぐらいならやっつけられるんじゃない？
ツチノコ,じゃ、お前行ってこい。
サーバル,ええっ。
サーバル,あっ。
かばん,あっ？
サーバル,出口かな、明るいよ。
かばん,これは…。
ツチノコ,ここもか…。
ツチノコ,通るのは、無理か…。
サーバル,うみゃー！ 
ツチノコ,おおりゃー！ 
ツチノコ,掘るのも厳しいかー。
サーバル,他に出口ってないの？
ツチノコ,匂いは、ここからしかせんな。
サーバル,ええーっ、出られないってこと？
ツチノコ,俺は別に、もうしばらくいてもいいがな。
サーバル,ええーっ。
かばん,あっ…。
ツチノコ,暗くて落ち着くしな。
サーバル,やだー。
ツチノコ,まだおもしろいものが落ちてるかもしれん。
サーバル,やだやだー。
かばん,あのー、ここに何かあるような…。
ツチノコ,何か…？
かばん,はい、この印さっきも…。 
かばん,うわあっ！
かばん,やっぱり…。
ツチノコ,お前…！ なんの動物なんだ…？
かばん,あはは、まだわからなくて…。
サーバル,ああっ。
ツチノコ,はあっ、わーっ！
ツチノコ,すごいぞーっ！ あはははは！
ツチノコ,やっぱりここは人を楽しませるためにわざわざ作られたんだー！
ツチノコ,たぶん、正式に…はっ！ 
かばん,うん、うん。
サーバル,うん、うん。
ツチノコ,たぶん、正式に使われる前に、例の異変が起きて、だから地図には載っていなかったんだろう。
サーバル,ボス！
ラッキービースト,どうだった？ アトラクションが始まっちゃったから、出口から迎えにきたよ。
ツチノコ,あはっ！
ツチノコ,ラッキービーストが、声を…？
サーバル,そう、わたしには喋ってくれないんだよー。
ツチノコ,それが、普通だ…お前、もしかして？ 
ミライ,えー、いよいよ新アトラクション、地下迷宮のオープンです。
サーバル,あっ、まただ。
かばん,えっ？
サーバル,前かばんちゃんが寝てる時も、ボスがこの声を…。
ミライ,動物やフレンズと一緒に、迷路で遊べる、ふれあい巨大アトラクションです。
ミライ,楽しんでもらえるといいんですが…。 では、みなさんと会えるのを、楽しみにしています。
サーバル,じゃあねー、ツチノコ。
ツチノコ,今日は、よ、よかった…。 機会があれば、ま、またな…。
かばん,はい！
サーバル,照れてるのー？
ツチノコ,お前は、いらん！
サーバル,ひどいよー！
ラッキービースト,発車するよ。
ツチノコ,あいつ…絶滅していなかったのか…。 ふっ。
サーバル,なんだか不思議なところだったね。
かばん,うん。
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,旭プロダクション宮城白石スタジオ、石本智之、伊藤隆洋、長谷部祐介、渋谷佳樹
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,BIG CAT RESCUE、雷神inc.、Tiny、見越鈴、つちのこ館
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
アライグマ,はあっ、げふ、げふ、げふっ。
フェネック,アライさーん、気を付けてよ。
アライグマ,はあー、これのおかげで助かったのだ…。
コツメカワウソ,おおっ？
ジャガー,誰？
コツメカワウソ,これはかばんちゃんが作ったんだー。
アライグマ,おかげで助かったのだ。 かばんさん…は、命の恩人なのだー。
ジャガー,どうしたの、慌てて。
フェネック,こんなのを被った子を追いかけててー。
ジャガー,それなら、さっきまで、あの山に行ってた…。
アライグマ,おおっ！ さっそく追いかけるのだ！ 
ジャガー,行ってたんだ…。
フェネック,どーもどーもありがとー。
フェネック,アライさーん、いそいじゃだめだってばー。 
ジャガー,…たんだけどー、戻ってバスにー…。
コツメカワウソ,あっはははは、あははは。
フルル,今週は、プレーリードッグについて予習しよう。
フルル,一夫多妻制で、家族思いなんだって。
コウテイ,奥さんみんな仲いいんじゃない？
プリンセス,えー、そんなわけないわよ！
イワビー,納得してない。
プリンセス,そんなわけない。
コウテイ,何かあったのか。
フルル,次回、こはん。
サーバル,きれーだねー。
かばん,うん！
ラッキービースト,大きな湖を通るよ。 ここはビーバーが作った湖とも言われているよ。
サーバル,へえー！
ラッキービースト,この辺りはほどよい暖かさで、樹木も豊かだよ。
ラッキービースト,見晴らしもよくて、ドライブにもお勧めだよ。
サーバル,そう言えば、バスってどうやって動いてるの？
かばん,ラッキーさん、触ってないですよね。
ラッキービースト,ぼくとリンクして、半自動運転してるんだ。 手動でも運転できるよ。
かばん,へー。
サーバル,モノローグ: みゃ…。
ラッキービースト,試しにやってみる？ ハンドルはここだよ。
かばん,ええー。 いいです、いいです。
サーバル,モノローグ: みゃんみゃんみゃんみゃん…みんみー！
サーバル,みゃー！ やってみたーい！ 
サーバル,ボス、これを動かせばいいの？ 
サーバル,みゃー、うみゃー。
サーバル,うお〜〜！
サーバル,たーのしー！
かばん,大丈夫？ サーバルちゃん…。
サーバル,大丈夫大丈夫。 あ、この足元にあるのはなになに？
ビーバー,あ〜〜！
原作,けものフレンズプロジェクト
コンセプトデザイン,吉崎観音
企画,廣部琢之、加藤英治、山田昇、柳田一哉、ビンセント・ショーティノ、柴野達夫、池本浩史、梶井斉、寺井禎浩、濱田直樹、長畑克也、武智恒雄
特別協力,竹林昇、宮原亜希子
シリーズ構成,田辺茂範
作画監督,伊佐佳久
美術監督,白水優子
撮影監督,石山智之
音響監督,阿部信行
オープニングテーマ,「ようこそジャパリパークへ」どうぶつビスケッツ×PPP、作詞・作編曲: 大石昌良
音楽,立山秋航
音楽プロデューサー,内田峻
音楽制作,ビクターエンタテインメント
音楽協力,テレビ東京ミュージック
アニメーション プロデューサー,福原慶匡
アニメーション制作,ヤオヨロズ
プロデューサー,細谷伸之、岡本泰幸、清水美佳、福田聡、秋尾浩史、石垣吉彦、工藤大丈、塩田友、和泉勇一、福田順
監督,たつき
製作,けものフレンズプロジェクトA
ビーバー,う、うう、うう…。
サーバル,うう…。
サーバル,ご、ご、ご、ごめんね…。
ビーバー,ああ…いいっすいいっす。 どのみちまだ作る前だったから、気にしなくて、いいっす…。
ビーバー,おれっちは、アメリカビーバー。 ビーバーでいいっす。 よろしくっす。
サーバル,わたしはサーバルだよ。 こっちはかばんちゃん。
かばん,よろしくお願いします。
ビーバー,かばん…？
かばん,何か、作ろうとしてたんですか？
ビーバー,そうっす。 これを作ろうと思って。 
ビーバー,これ、何かわかるっすか？
サーバル,不思議な形だねー。
かばん,木、ですか…？
ビーバー,おれっちはこれ、家だと思うんすよー。 さーいこー…。
ビーバー,たぶんこうしてこうして…木を組んでいくんだと思うんすよー。
サーバル,すごいねー、これ見ただけで作り方がわかるのー？
ビーバー,そうっすね、おれっちそういうのが得意みたい。
ビーバー,で、自分でも作れないかなって思って材料を集めたんすけど…。
ビーバー,さあ、作るぞってところで、材料を目の前にすると悩んじゃって…。
ビーバー,なかなか、踏ん切りがつかなくて…。
ビーバー,気付いたら、数日経ってて…。 がじがじがじがじ、がじがじがじがじ。
サーバル,心配症なの？
サーバル,大丈夫、ビーバーならできるよ。
かばん,そうですよ。 あれを見ただけで作り方がわかるなんて、すごいですよ。
ビーバー,そ、そうっすか。 でも、木材なかなか集まらないんすよー…。
サーバル,みゃ？
かばん,え？
ビーバー,そう言えば、前の木のお礼、まだだっけ…。
ビーバー,博士にジャパリまん3ヶ月分渡さないと。 
ビーバー,前の家は、譲っちゃったっすから。 
ビーバー,やっぱ無理だ…。
サーバル,ごめんねー！ 待ってー！
サーバル,任せて。 わたし達がまた、材料を見つけてくるよ。
かばん,材料って、どこにあるんだろう。
ラッキービースト,この辺りは混合林と言って、いろんな木がまばらにあるんだけど、建材として使うなら、真っ直ぐな針葉樹がお勧めだよ。 車で少し行ったところにいい林があるよ。
サーバル,わかった。 いこういこう。
サーバル,ビーバーも一緒にいこう。 気分転換に。
ビーバー,承知っす。 ぷるるる…。
ビーバー,はあ〜…。 
ラッキービースト,じゃあ、いくよ。
かばん,おー！
サーバル,おー！
ビーバー,あっ、ちょいとお待ちを。
サーバル,どうしたの？
ビーバー,これは持ってるっす。 忘れ物も、ないっす。 …大丈夫っす。
ラッキービースト,じゃあ…。
ビーバー,ああ、ちょいと。
ビーバー,ダム、穴空いてないっすよね。 しばらく留守にしても平気っすよね…？
サーバル,考え過ぎだよ。
ビーバー,はあ、すごいっすねこれ…。
サーバル,でしょ、ジャパリバスって言うの。 みんなで直したんだ。
ビーバー,動く家みたいっすね。 こういうのも、最高っすね…。
サーバル,でしょでしょ。 まあ、そのバスで、ぶつけちゃったんだけどね…。
ラッキービースト,右上の木を見てみよう。 エナガの巣だよ。 エナガは、苔とクモの糸を紡ぎ合わせて巣を作るんだ。 木のコブのような色と形で、外敵から見つかりにくくしているよ。
ラッキービースト,今度は左側をよく見ててね。
かばん,んん？ 
サーバル,んん？ 
ビーバー,んん？ 
ラッキービースト,ツカツクリの巣だよ。 オスが土や落ち葉を積み重ねて作った巣の中に、メスが卵を生むんだ。
サーバル,みんなすごいね。 わたしだったら、そのへんで適当に寝ちゃうけど。
ビーバー,おれっちは、ある程度囲まれてないと不安っすよ…。
ラッキービースト,このように、動物だった頃の習性から、家を作るフレンズもいるみたいだよ。 元と体の形がだいぶ違うから、最初はけっこう模索があるみたいだね。
ビーバー,おれっちもそうっすよ。 ほんとはもっと小さくて狭い家がいいんすけど、この体だとどうしても大きくなっちゃうんすよね。
かばん,わかります。 狭いところ、落ち着きますよね。
ビーバー,そうそう、外から見えないように蓋ができたり。
かばん,ああー、いいですね。 落ち着きます。
サーバル,モノローグ: ふたりとも性格が似てるかも。
ラッキービースト,見えてきたよ。
サーバル,うわあー、真っ直ぐな木がいっぱい。
ビーバー,かなりいい木材っぽいっすねー。
サーバル,すっごーい。
サーバル,わっ。
かばん,大丈夫？ サーバルちゃん。
ビーバー,どうしたんすか？
サーバル,大丈夫大丈夫。 地面よく見ると、すごいね。
サーバル,穴だらけ。
ビーバー,わ…。
かばん,ここ、何かいるのかな…。
サーバル,うわあ、何やってんの？
ビーバー,大丈夫ですか…？
プレーリー,うえっへっへ、うおっほっ。 何するでありますか！ 生き埋めにしてやるであります！
ビーバー,へ…？ おれっち達じゃないっすよね…？
サーバル,むしろ自分で埋まってたんじゃ？
プレーリー,は？ あ、はあー！
プレーリー,助けてくれたのでありますか？ ありがとうであります！ てっきり、誰かがわたしを生き埋めにしたのかと…。
サーバル,そんな恐ろしいことしないよ。
プレーリー,はじめまして、プレーリードッグであります。 ご挨拶をさせていただきたいであります。
かばん,よろしくお願いします。
サーバル,よろしくね。
プレーリー,ひひん。 
プレーリー,プレーリー式のご挨拶であります。
プレーリー,ひひん。 
かばん,ひえっ。
プレーリー,ほおー。 ビーバー殿も、お家を作ろうとしてるでありますか。 自分もまさに、住まいを作ろうとしていたでありますよ。
ラッキービースト,プレーリードッグは、巣穴を作る動物だよ。 主に草原地帯に生息しているよ。
プレーリー,見晴らしのいいところが好きなので、この辺りに家を作りたかったのでありますが。
プレーリー,掘れども掘れども崩れてしまって…。
ビーバー,ここまで穴だらけになると、脆くて危ないかもしれないっすね…。 ふーん…不安っすね…。
プレーリー,えっ、あなたすごいでありますな。 見ただけでそんなこと、わかるでありますか？ ぜひ、いろいろと教えていただけませぬか？
サーバル,わたし達、木を探しに来たんだ。 これ切ってからでもいい？
プレーリー,そういうことなら、手伝うでありますよ。
サーバル,うーん、どれがいいだろう。
ビーバー,えっと…長さがこれぐらいっすから…あでも、2回運ぶことになったら大変すから…できればきちんと…。
プレーリー,とりあえず、突撃でありまーす！
サーバル,ああっ。 ふー。
サーバル,あっ。
サーバル,ま、待って待って。
プレーリー,あ？
ビーバー,木の削り方で、倒れる方向をコントロールできますよ。 例えば…。
ビーバー,がりがりがりがり…。 一度こういうふうにしてから、こっち側を削ると。
ビーバー,がり、がり、がり。 
かばん,おおー。
サーバル,おおー。
プレーリー,おおー。
サーバル,なるほどねー。
プレーリー,ビーバーさん、すごいであります。 なるほど、歯を使うのですね！
ビーバー,こういう試しならすぐ切れるんすけど。 本番だと思うと、ううう…。
プレーリー,は、は、は、は、は、は、は！
プレーリー,はー！ はー！ はー！ はー！
プレーリー,なんとなく、見た感じで100本用意したであります。 長さは、後で調整したらどうでありましょう。
サーバル,飲み込み早すぎるよ！
ビーバー,ふあー…。
ビーバー,早いっす。 切り口もきれいっすね。 尊敬するっす！
プレーリー,我々チームで穴掘るから、指示通りに進めるのは慣れたものでありますよ。 ビーバー殿こそ、すごい知恵であります。 尊敬であります。
ビーバー,まさかこんなに早く手に入るとは。 みなさんのおかげっす。
ビーバー,頑丈さ、長さ、太さ、申し分ないっす。
